,title,company,category,location,created,salary_min,salary_max,contract_type,fixed_contract,limited_contract,contract_undefined
102,IT-Berater (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Innenstadt, Augsburg",2025-02-17 19:19:01+00:00,0,0,permanent,1.0,0.0,0.0
103,SAP HCM Junior Consultant Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Stuttgart",2024-12-23 19:56:03+00:00,45000,65000,permanent,1.0,0.0,0.0
104,Workday Consultant (m/w/d),Progressive Recruitment,IT-Stellen,"Osnabrück (Kreis), Niedersachsen",2025-03-04 14:25:03+00:00,0,0,contract,0.0,1.0,0.0
105,Werkstudent (m/w/d) Frontend Entwicklung,Bela,IT-Stellen,"Schreventeich, Kiel",2024-02-06 17:32:19+00:00,0,0,0,0.0,0.0,1.0
106,SAP HCM (Senior) Consultant - Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Berlin",2024-12-26 18:01:20+00:00,100000,100000,permanent,1.0,0.0,0.0
107,Quereinsteiger Tiefbau (m/w/d),POHL-Gruppe,IT-Stellen,"Neumünster, Schleswig-Holstein",2025-03-02 06:14:19+00:00,0,0,0,0.0,0.0,1.0
108,IT-Vertriebsbeauftragter (m/w/d) für Nürnberg,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Gleißbühl, Nürnberg",2025-02-19 19:11:33+00:00,0,0,permanent,1.0,0.0,0.0
109,SAP ABAP Lead Architect / Team Lead - REMOTE (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Hamburg-Altstadt, Hamburg",2024-11-26 17:19:00+00:00,0,0,permanent,1.0,0.0,0.0
110,Mitarbeiter - Application/ Administration (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Pempelfort, Düsseldorf",2025-03-20 19:32:55+00:00,0,0,permanent,1.0,0.0,0.0
111,Softwareentwickler .NET (m/w/d),Computer Futures,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-19 14:48:16+00:00,55000,80000,permanent,1.0,0.0,0.0
112,Cyber Security Analyst (w/m/d),Peak One GmbH,IT-Stellen,"Bergheim, Stuttgart",2025-03-19 14:48:06+00:00,70000,85000,permanent,1.0,0.0,0.0
113,SAP EWM Berater (m/w/d) - Ihr Beitrag zur Effizienzsteigerung,Peak One GmbH,IT-Stellen,"Unterdürrbach, Würzburg",2025-03-20 14:41:42+00:00,80000,110000,permanent,1.0,0.0,0.0
114,Python Developer - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-20 14:14:46+00:00,60000,120000,permanent,1.0,0.0,0.0
115,SPS Programmierer (m/w/d),GIP Gesellschaft für industrielle Prozesstechnik mbH,IT-Stellen,Deutschland,2025-03-22 05:06:50+00:00,0,0,0,0.0,0.0,1.0
116,IT-Administrator (m/w/d,Peak One GmbH,IT-Stellen,"Ennepetal, Ennepe-Ruhr-Kreis",2025-02-28 14:23:40+00:00,65000,85000,permanent,1.0,0.0,0.0
117,IT-Systemadministrator,Computer Futures,IT-Stellen,"Karlsruhe, Karlsruhe (Kreis)",2025-03-13 14:49:10+00:00,55000,60000,permanent,1.0,0.0,0.0
118,Webentwickler Fullstack (m/w/d) Angular/.NET,Computer Futures,IT-Stellen,"Dortmund, Nordrhein-Westfalen",2025-03-19 14:48:18+00:00,50000,70000,permanent,1.0,0.0,0.0
119,Softwareentwickler Mobile/Android (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Gleißhammer, Nürnberg",2025-02-24 19:13:26+00:00,0,0,permanent,1.0,0.0,0.0
120,Workday Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:45+00:00,60000,120000,permanent,1.0,0.0,0.0
121,IT-Mitarbeiter (m/w/d) Change-Management,Bela,IT-Stellen,"Schreventeich, Kiel",2024-01-29 18:01:34+00:00,0,0,0,0.0,0.0,1.0
122,Software Architekt (w/m/d),Deutsche Glasfaser,IT-Stellen,"Borken, Borken (Kreis)",2025-03-21 12:59:22+00:00,0,0,0,0.0,0.0,1.0
123,(Senior) Java Softwareentwickler (m/w/d) ab sofort,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Asselborn, Bergisch Gladbach",2025-03-14 19:29:16+00:00,0,0,permanent,1.0,0.0,0.0
124,SAP FI/CO Inhouse Consultant (w/m/d) - Top Company,Peak One GmbH,IT-Stellen,"Benrad-Nord, Krefeld",2025-03-13 14:48:59+00:00,70000,100000,permanent,1.0,0.0,0.0
125,Associate Consultant Export Control,CIMPA,IT-Stellen,"München, München (Kreis)",2025-03-22 12:56:37+00:00,0,0,0,0.0,0.0,1.0
126,Techn. Kundenberater (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Lörick, Düsseldorf",2025-03-14 19:29:17+00:00,0,0,permanent,1.0,0.0,0.0
127,IT-Account-Manager (m/w/d) zum nächstmöglichen Zeitpunkt,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Bothfeld, Hannover",2025-03-12 19:23:29+00:00,0,0,permanent,1.0,0.0,0.0
128,SAP C/4HANA / SAP CX Junior Consultant Unrivalled Benefits Package (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Berlin",2024-12-23 19:56:01+00:00,45000,60000,permanent,1.0,0.0,0.0
129,Informationssicherheitsbeauftragter (w/m/d),Peak One GmbH,IT-Stellen,"München, München (Kreis)",2025-03-12 14:34:03+00:00,75000,100000,permanent,1.0,0.0,0.0
130,IT-Architekt - Java (m/w/d) zum nächstmöglichen Zeitpunkt,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Gallus, Frankfurt am Main",2025-03-20 19:32:51+00:00,0,0,permanent,1.0,0.0,0.0
131,Endpoint Management Engineer (All genders),zooplus SE,IT-Stellen,"München, München (Kreis)",2025-03-08 06:23:33+00:00,0,0,0,0.0,0.0,1.0
132,Lead Machine Learning Engineer (Berlin),Enjins,IT-Stellen,"Berlin, Deutschland",2022-06-15 16:46:53+00:00,0,0,0,0.0,0.0,1.0
133,SAP IAM Berechtigungs Experte-Start ASAP-6Monate-Remote&Hanover,RED Global,IT-Stellen,Deutschland,2025-03-06 14:29:34+00:00,0,0,contract,0.0,1.0,0.0
134,".NET Software Engineer - Hamburg, Germany",Noir,IT-Stellen,"Hamburg, Deutschland",2025-03-17 14:48:40+00:00,75000,95000,permanent,1.0,0.0,0.0
135,SAP Projektmanager - 14 Monate - Start: April 2025,RED Global,IT-Stellen,"Bielefeld, Nordrhein-Westfalen",2025-03-14 14:56:23+00:00,0,0,contract,0.0,1.0,0.0
136,Softwareentwickler Lotus Notes (m/w/d) mit Berufserfahrung,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Zuchering, Ingolstadt",2025-02-11 01:25:41+00:00,0,0,permanent,1.0,0.0,0.0
137,Experienced Data Architect (all genders),Roland Berger,IT-Stellen,"München, München (Kreis)",2025-02-26 18:00:50+00:00,0,0,0,0.0,0.0,1.0
138,C/C++ Entwickler - Migration Linux applications to Mac,Progressive,IT-Stellen,"Aachen (Kreis), Nordrhein-Westfalen",2025-03-07 14:31:58+00:00,145600,166400,contract,0.0,1.0,0.0
139,HR Transformation & HR Cloud Advisory Consultant- All across Germany,Infosys Consulting - Europe,IT-Stellen,"Stuttgart, Baden-Württemberg",2024-10-30 19:26:35+00:00,0,0,0,0.0,0.0,1.0
140,C++ Softwareentwickler/ Programmierer (m/w/d) ab sofort,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Oberrad, Frankfurt am Main",2025-02-21 19:19:43+00:00,0,0,permanent,1.0,0.0,0.0
141,IT Technical Consultant,Zoho Corporation Europe,IT-Stellen,"Friedrichstadt, Düsseldorf",2025-03-14 12:06:33+00:00,0,0,permanent,1.0,0.0,0.0
142,SAP S/4HANA EWM Lead Consultant (all genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Stuttgart",2024-10-24 19:39:46+00:00,0,0,permanent,1.0,0.0,0.0
143,System Engineer - Virtualization (m/w/d) 80% Home Office ,Peak One GmbH,IT-Stellen,"Traunstein, Traunstein (Kreis)",2025-03-13 14:48:58+00:00,65000,85000,permanent,1.0,0.0,0.0
144,SAP S/4HANA Project Manager - No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-26 18:01:23+00:00,0,0,permanent,1.0,0.0,0.0
145,SAP MM (Lead) Consultant No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Hamburg-Altstadt, Hamburg",2024-07-20 00:59:53+00:00,70000,130000,permanent,1.0,0.0,0.0
146,Microsoft Dynamics AX/365 Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,Deutschland,2024-10-16 01:25:08+00:00,60000,120000,permanent,1.0,0.0,0.0
147,IT-Systemadministrator (m/w/d),Armbruster W. Teigwarenfabrik GmbH,IT-Stellen,Deutschland,2025-03-22 05:06:48+00:00,0,0,0,0.0,0.0,1.0
148,Global Accounting & Process Optimization Lead (m/w/d),Peak One GmbH,IT-Stellen,"Bockenheim, Frankfurt am Main",2025-03-12 14:34:08+00:00,60000,70000,permanent,1.0,0.0,0.0
149,Servicetechniker / Serviceingenieur (m/w/d),iks Engineering GmbH,IT-Stellen,"Grundhof, Böblingen (Kreis)",2024-12-18 08:07:54+00:00,0,0,contract,0.0,1.0,0.0
150,Java-Softwareentwickler (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Burgberg, Erlangen",2025-03-19 19:34:42+00:00,0,0,permanent,1.0,0.0,0.0
151,SAP IS-U (Senior) Consultant Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Malstatt, Saarbrücken",2024-12-26 18:01:22+00:00,55000,120000,permanent,1.0,0.0,0.0
152,SAP EWM Consultant (m/w/d) - Jetzt Karriere starten,Peak One GmbH,IT-Stellen,"Innenstadt, Augsburg",2025-03-21 14:54:00+00:00,75000,95000,permanent,1.0,0.0,0.0
153,Softwareentwickler (m/w/d) für Desktop- und Backendlösungen,Computer Futures,IT-Stellen,"Forchheim (Kreis), Bayern",2025-03-18 14:42:14+00:00,45000,65000,permanent,1.0,0.0,0.0
154,SAP HCM Inhouse Consultant (m/w/d) - Krisensicher,Peak One GmbH,IT-Stellen,"Arheilgen, Darmstadt",2025-03-18 14:41:56+00:00,70000,100000,permanent,1.0,0.0,0.0
155,Senior Testmanager (m/w/d) im Finanzumfeld,Peak One GmbH,IT-Stellen,"Innenstadt, Karlsruhe",2025-03-14 14:56:19+00:00,83000,95000,permanent,1.0,0.0,0.0
156,Senior IT Systems Engineer (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
157,Telematics Software Engineer – Infotainment & Connectivity (all gender),ALTEN,IT-Stellen,"München, München (Kreis)",2025-03-12 00:25:12+00:00,0,0,0,0.0,0.0,1.0
158,EDI ODeX/Lobster spezialist,Computer Futures,IT-Stellen,Deutschland,2025-03-04 14:25:05+00:00,208000,249600,contract,0.0,1.0,0.0
159,Mitarbeiter (m/w/d) IT,Eurofins Germany BioPharma Product Testing,IT-Stellen,"Hamburg, Deutschland",2025-02-26 18:00:50+00:00,0,0,0,0.0,0.0,1.0
160,C#.NET Blazor Entwickler (m/w/d) Remote bis 85.000€,Computer Futures,IT-Stellen,"Kirdorf, Bad Homburg",2025-03-08 14:28:17+00:00,70000,85000,permanent,1.0,0.0,0.0
161,SAP HCM (Senior) Consultant - Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-26 18:01:21+00:00,100000,100000,permanent,1.0,0.0,0.0
162,"SAP Basis Administrator (m/w/d) - inhouse, 80% HO",Peak One GmbH,IT-Stellen,"Altstadt-Lehel, München",2025-02-26 14:24:47+00:00,80000,100000,permanent,1.0,0.0,0.0
163,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Friedrichstadt, Düsseldorf",2024-12-20 14:14:45+00:00,60000,120000,permanent,1.0,0.0,0.0
164,SAP S/4HANA EWM Lead Consultant (all genders),The Recruitment 2.0 Group,IT-Stellen,"Hamburg-Altstadt, Hamburg",2024-10-24 19:39:46+00:00,0,0,permanent,1.0,0.0,0.0
165,Werkpolier im erdverlegten Rohrleitungsbau (m/w/d),POHL-Gruppe,IT-Stellen,Deutschland,2025-02-28 12:12:06+00:00,0,0,0,0.0,0.0,1.0
166,Facharbeiter im Bereich Kabelleitungstiefbau (m/w/d),POHL-Gruppe,IT-Stellen,"Hamburg, Deutschland",2024-01-31 17:43:17+00:00,0,0,0,0.0,0.0,1.0
167,".NET Software Engineer, C#, WPF - Berlin, Germany",Noir,IT-Stellen,"Berlin, Deutschland",2025-03-17 14:48:42+00:00,80000,95000,permanent,1.0,0.0,0.0
168,Senior PHP-Entwickler (m/w/d) bis 70.000€,Computer Futures,IT-Stellen,"Kirdorf, Bad Homburg",2025-03-11 14:40:21+00:00,60000,70000,permanent,1.0,0.0,0.0
169,SAP Fiori / UI5 (Lead) Developer - Remote / Low Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-10-24 19:39:46+00:00,0,0,permanent,1.0,0.0,0.0
170,(Senior) Projektleiter Cloud / ServiceNow Inhouse,faktor s,IT-Stellen,"Neckarsulm, Heilbronn (Kreis)",2025-01-21 14:27:18+00:00,0,120000,permanent,1.0,0.0,0.0
171,Java EE Softwareentwickler (m/w/d) mit Berufserfahrung,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Böfingen, Ulm",2025-02-28 19:15:32+00:00,0,0,permanent,1.0,0.0,0.0
172,"Junior-Softwareentwickler C, C++ (m/w/d) ab jetzt",RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Bogenhausen, München",2025-02-14 19:08:05+00:00,0,0,permanent,1.0,0.0,0.0
173,Fullstack Softwareentwickler (m/w/d),Peak One GmbH,IT-Stellen,"Espelkamp, Minden-Lübbecke (Kreis)",2025-03-12 14:34:05+00:00,60000,76000,permanent,1.0,0.0,0.0
174,Java-Entwickler (m/w/d) für Konzern in Nürnberg gesucht,Computer Futures,IT-Stellen,"Nürnberg, Bayern",2025-03-11 14:40:22+00:00,60000,95000,permanent,1.0,0.0,0.0
175,Ingenieur Serienbetreuung (m/w/d),iks Engineering GmbH,IT-Stellen,"Botnang, Stuttgart",2024-12-18 08:07:54+00:00,0,0,contract,0.0,1.0,0.0
176,"IT Onsite Techniker (Holzkirchen, DeutschEnglisch, IT Support)",D-ploy,IT-Stellen,"Holzkirchen, Würzburg (Kreis)",2025-02-25 15:38:36+00:00,0,0,0,0.0,0.0,1.0
177,Senior SAP PP Managing Consultant,Cavendish Professionals,IT-Stellen,Deutschland,2025-03-21 14:53:42+00:00,0,0,permanent,1.0,0.0,0.0
178,Senior Consultant Power BI (m/f/d),Data Insights GmbH,IT-Stellen,"Sendling, München",2025-03-14 02:35:39+00:00,71000,105000,permanent,1.0,0.0,0.0
179,SAP Fiori (HCM/SuccessFactors) Developer - Fully Remote (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-23 19:56:01+00:00,60000,120000,permanent,1.0,0.0,0.0
180,SAP SAP SEM-BCS / Group Reporting (Lead) Consultant - Remote / Low Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Stuttgart",2024-10-24 19:39:47+00:00,0,0,permanent,1.0,0.0,0.0
181,C++/. NET-Softwareentwickler (m/w/d) in Direktvermittlung,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Farmsen-Berne, Hamburg",2025-03-14 19:29:16+00:00,0,0,permanent,1.0,0.0,0.0
182,ServiceNow Workplace Service Delivery Berater,SThree,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-27 14:22:49+00:00,189280,189280,contract,0.0,1.0,0.0
183,".NET Software Engineer, .NET 9, C# - Internet Icon - Berlin",Noir,IT-Stellen,"Berlin, Deutschland",2025-03-17 14:48:40+00:00,45000,55000,permanent,1.0,0.0,0.0
184,"Microsoft Dynamics 365 Developer (.Net, C#, HTML5…) - Flexible Working Hours (All Genders)",The Recruitment 2.0 Group,IT-Stellen,"Mitte, Berlin",2024-12-20 14:14:46+00:00,60000,120000,permanent,1.0,0.0,0.0
185,"SAP FI/CO Inhouse Consultant (w/m/d) - S/4HANA, International",Peak One GmbH,IT-Stellen,"HafenCity, Hamburg",2025-03-20 14:41:44+00:00,70000,100000,permanent,1.0,0.0,0.0
186,Stahlschweißer für erdverlegten Rohrleitungsbau (m/w/d),POHL-Gruppe,IT-Stellen,Deutschland,2024-11-05 13:44:02+00:00,0,0,0,0.0,0.0,1.0
187,"SAP PP Consultant (m/w/d) - Inhouse, flex, HO",Peak One GmbH,IT-Stellen,"Bielefeld, Nordrhein-Westfalen",2025-02-26 14:24:47+00:00,60000,95000,permanent,1.0,0.0,0.0
188,PHP Symfony Entwickler (m/w/d),DMK E-BUSINESS GmbH,IT-Stellen,"Chemnitz, Chemnitz (Kreis)",2025-03-22 05:06:12+00:00,0,0,0,0.0,0.0,1.0
189,Mitarbeiter Galenik/ Formulation Associate Scientist (m/w/d),NextPharma,IT-Stellen,"Grone, Göttingen",2024-04-05 18:18:35+00:00,0,0,0,0.0,0.0,1.0
190,Ansible Entwickler gesucht ,Computer Futures,IT-Stellen,"Hamburg, Deutschland",2025-02-25 14:22:07+00:00,0,0,contract,0.0,1.0,0.0
191,Roboterprogrammierer (m/w/d),iks Engineering GmbH,IT-Stellen,"Innenstadt, Aschaffenburg",2024-12-18 08:07:57+00:00,0,0,contract,0.0,1.0,0.0
192,SAP WM/EWM Inhouse Berater (m/w/d) - Dietfurt,Peak One GmbH,IT-Stellen,"Pfenninghof, Eichstätt (Kreis)",2025-03-18 14:41:50+00:00,70000,90000,permanent,1.0,0.0,0.0
193,System-/Netzwerkadministrator (m/w/d),Hays AG,IT-Stellen,"Rheinhausen, Emmendingen (Kreis)",2025-02-22 14:20:56+00:00,0,0,permanent,1.0,0.0,0.0
194,Cyber Security Engineer (all gender),ALTEN,IT-Stellen,"München, München (Kreis)",2025-03-15 00:30:46+00:00,0,0,0,0.0,0.0,1.0
195,Betriebselektriker (m/w/d),Dog's Nature GmbH,IT-Stellen,"Oer-Erkenschwick, Recklinghausen (Kreis)",2025-03-04 00:28:19+00:00,0,0,0,0.0,0.0,1.0
196,SAP MM Inhouse Berater (m/w/d) - Großprojekt S/4,Peak One GmbH,IT-Stellen,"Abraham, Passau (Kreis)",2025-03-18 14:41:50+00:00,70000,90000,permanent,1.0,0.0,0.0
197,"Microsoft Dynamics 365 Developer (.Net, C#, HTML5…) - Flexible Working Hours (All Genders)",The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
198,SAP eWM Developer - 12 Months - Remote - Start ASAP,RED Global,IT-Stellen,Deutschland,2025-03-18 14:41:59+00:00,0,0,contract,0.0,1.0,0.0
199,IT Sicherheitsbeauftragter (m/w/d) Neue Herausforderung,Peak One GmbH,IT-Stellen,"Landau an der Isar, Dingolfing-Landau (Kreis)",2025-03-01 14:24:23+00:00,70000,85000,permanent,1.0,0.0,0.0
200,Softwareprogrammierer (m/w/d) ab sofort,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Aldenrade, Duisburg",2025-02-14 19:08:05+00:00,0,0,permanent,1.0,0.0,0.0
201,PHP Developer - Working Student,GIANTS Software GmbH,IT-Stellen,"Erlangen, Bayern",2025-03-04 00:12:06+00:00,0,0,0,0.0,0.0,1.0
202,IT-Account Manager (m/w/d) in Berlin,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Friedrichsfelde, Berlin",2025-02-10 01:25:24+00:00,0,0,permanent,1.0,0.0,0.0
203,Softwareingenieur (m/w/d) zum nächstmöglichen Zeitpunkt,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Tiergarten, Berlin",2025-03-06 19:18:24+00:00,0,0,permanent,1.0,0.0,0.0
204,Junior PHP Entwickler (m/w/d) Banking 55.000€,Computer Futures,IT-Stellen,"Hausen, Frankfurt am Main",2025-03-20 14:41:53+00:00,45000,55000,permanent,1.0,0.0,0.0
205,Product Owner (m/w/d),Bela,IT-Stellen,"Schreventeich, Kiel",2024-12-23 01:49:22+00:00,0,0,0,0.0,0.0,1.0
206,PHP Symfony Entwickler (m/w/d),DMK E-BUSINESS GmbH,IT-Stellen,"Potsdam, Brandenburg",2025-03-22 05:06:12+00:00,0,0,0,0.0,0.0,1.0
207,SPS Entwickler - Raum NRW/remote - Start ASAP,RED Global,IT-Stellen,"Bremen, Deutschland",2025-03-19 14:48:11+00:00,0,0,contract,0.0,1.0,0.0
208,Fullstack Developer (m/w/d),Computer Futures,IT-Stellen,"Hamburg, Deutschland",2025-03-06 14:29:38+00:00,80000,80000,permanent,1.0,0.0,0.0
209,SAP ABAP Lead Architect / Team Lead - REMOTE (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Wedding, Berlin",2024-10-24 19:39:46+00:00,0,0,permanent,1.0,0.0,0.0
210,Hybris Developer - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-07-17 22:42:07+00:00,60000,120000,permanent,1.0,0.0,0.0
211,SAP EWM Inhouse Consultant (m/w/d),Peak One GmbH,IT-Stellen,"Brandlberg-Keilberg, Regensburg",2025-03-18 14:41:50+00:00,80000,110000,permanent,1.0,0.0,0.0
212,SAP IS-U (Senior) Consultant Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-20 14:14:48+00:00,55000,120000,permanent,1.0,0.0,0.0
213,C# Softwareentwickler (m/w/d) Vollzeitstelle,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Mitte, Stuttgart",2025-02-27 19:15:25+00:00,0,0,permanent,1.0,0.0,0.0
214,Senior C# / .NET Softwareentwickler (m/w/d),Peak One GmbH,IT-Stellen,"Disteln, Herten",2025-03-11 14:40:15+00:00,60000,80000,permanent,1.0,0.0,0.0
215,Netzwerkspezialist Security (m/w/d) nächster Karriereschritt,Peak One GmbH,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-04 14:24:55+00:00,75000,100000,permanent,1.0,0.0,0.0
216,ABAP OO Developer (Cloud & Integration) Exciting Projects (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Gleißbühl, Nürnberg",2024-12-26 18:01:20+00:00,60000,90000,permanent,1.0,0.0,0.0
217,SAP BASIS Consultant No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Bult, Hannover",2024-12-23 19:56:02+00:00,60000,110000,permanent,1.0,0.0,0.0
218,Senior Softwareentwickler (m/w/d) Vollzeitstelle,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Altstadt-Lehel, München",2025-02-17 19:19:02+00:00,0,0,permanent,1.0,0.0,0.0
219,SAP ABAP Lead Architect / Team Lead - REMOTE (All Genders),The Recruitment 2.0 Group,IT-Stellen,Deutschland,2024-10-24 19:39:46+00:00,0,0,permanent,1.0,0.0,0.0
220,Java-Softwareentwickler (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Schwabing-West, München",2025-02-18 19:10:48+00:00,0,0,permanent,1.0,0.0,0.0
221,Qualitäts- und Prozessmanager (m/w/d),iks Engineering GmbH,IT-Stellen,"Innenstadt, Aschaffenburg",2024-12-18 08:08:03+00:00,0,0,contract,0.0,1.0,0.0
222,Software-Entwickler C#/.NET (m/w/d) in Koblenz,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Ehrenbreitstein, Koblenz",2025-03-07 19:19:35+00:00,0,0,permanent,1.0,0.0,0.0
223,IT-Administrator (Schwerpunkt M365 & Cloud) (m/w/d),Hays AG,IT-Stellen,"Kempten (Allgäu), Bayern",2025-03-20 14:41:36+00:00,60000,65000,permanent,1.0,0.0,0.0
224,Einkäufer Software und Hardware (m/w/d) mit Berufserfahrung,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Geneicken, Mönchengladbach",2025-02-25 19:14:28+00:00,0,0,permanent,1.0,0.0,0.0
225,Softwareentwickler für Messtechnik (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Gronau, Bergisch Gladbach",2025-03-03 19:17:26+00:00,0,0,permanent,1.0,0.0,0.0
226,DevOps Engineer (m/w/d),Computer Futures,IT-Stellen,"Altstadt, Konstanz",2025-03-01 14:24:33+00:00,70000,90000,permanent,1.0,0.0,0.0
227,SAP S/4HANA Project Manager - No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Innenstadt, Mannheim",2024-12-26 18:01:23+00:00,0,0,permanent,1.0,0.0,0.0
228,PL/SQL Software Engineer,Avaloq,IT-Stellen,"Berlin, Deutschland",2025-03-06 18:19:09+00:00,0,0,0,0.0,0.0,1.0
229,"XML, XSL Entwickler (m/w/d) Frankfurt am Main",Computer Futures,IT-Stellen,"Frankfurt am Main, Hessen",2025-03-18 14:42:10+00:00,60000,70000,permanent,1.0,0.0,0.0
230,Studentische Hilfskraft (m/w/d) / Werkstudent (m/w/d) für hochmodernes Simulationszentrum für Medizin und Pflege,Benedictus Krankenhaus Tutzing GmbH & Co. KG,IT-Stellen,"Tutzing, Starnberg (Kreis)",2025-02-28 12:04:42+00:00,0,0,0,0.0,0.0,1.0
231,SAP QM (S/4HANA) Senior Advisor (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Dortmund",2025-03-04 21:57:04+00:00,0,0,permanent,1.0,0.0,0.0
232,Backend Developer PHP (m/w/d) Remote bis 60.000€,Computer Futures,IT-Stellen,"Arheilgen, Darmstadt",2025-03-01 14:24:30+00:00,55000,60000,permanent,1.0,0.0,0.0
233,SAP EWM Consultant (m/w/d) - Jetzt Karriere starten,Peak One GmbH,IT-Stellen,"Innenstadt, Augsburg",2025-03-21 14:54:00+00:00,75000,95000,permanent,1.0,0.0,0.0
234,VB.NET Entwickler (m/w/d) 100% Remote,Peak One GmbH,IT-Stellen,"Heerdt, Düsseldorf",2025-03-13 14:48:57+00:00,50000,70000,permanent,1.0,0.0,0.0
235,SAP MM (S/4HANA) Senior Consultant (All Genders),The Recruitment 2.0 Group,IT-Stellen,Deutschland,2024-10-24 19:39:46+00:00,0,0,permanent,1.0,0.0,0.0
236,Business Application Engineer - Windchill,Brainlab,IT-Stellen,"München, München (Kreis)",2025-03-04 00:12:09+00:00,0,0,0,0.0,0.0,1.0
