,title,company,category,location,created,salary_min,salary_max,contract_type,fixed_contract,limited_contract,contract_undefined
1504,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1505,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1506,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1507,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1508,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1509,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1510,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1511,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1512,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1513,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1514,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1515,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1516,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1517,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1518,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1519,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1520,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1521,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1522,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1523,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1524,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1525,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1526,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1527,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1528,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1529,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1530,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1531,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1532,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1533,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1534,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1535,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1536,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1537,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1538,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1539,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1540,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1541,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1542,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1543,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1544,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1545,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1546,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1547,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1548,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1549,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1550,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1551,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1552,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1553,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1554,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1555,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1556,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1557,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1558,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1559,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1560,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1561,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1562,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1563,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1564,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1565,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1566,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1567,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1568,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1569,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1570,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1571,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1572,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1573,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1574,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1575,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1576,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1577,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1578,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1579,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1580,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1581,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1582,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1583,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1584,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1585,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1586,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1587,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1588,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1589,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1590,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1591,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1592,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1593,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1594,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1595,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1596,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1597,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1598,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1599,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1600,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1601,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1602,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1603,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1604,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1605,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1606,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1607,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1608,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1609,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1610,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1611,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1612,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1613,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1614,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1615,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1616,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1617,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1618,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1619,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1620,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1621,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1622,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1623,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1624,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1625,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1626,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1627,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1628,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1629,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1630,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1631,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1632,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1633,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1634,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1635,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1636,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
